,Date,Year,Temperature,Weather Condition
784,2018-04-06,2018,51.44,Overcast
785,2018-04-07,2018,33.39,Light Snow
786,2018-04-08,2018,36.34,Overcast
787,2018-04-09,2018,35.56,Overcast
788,2018-04-10,2018,41.59,Clear
789,2018-04-11,2018,48.18,Partly Cloudy
790,2018-04-12,2018,65.51,Partly Cloudy
791,2018-04-13,2018,77.12,Clear
792,2018-04-14,2018,79.04,Clear
793,2018-04-15,2018,73.99,Clear
794,2018-04-16,2018,40.43,Drizzle
795,2018-04-17,2018,34.28,Overcast
796,2018-04-18,2018,44.47,Clear
797,2018-04-19,2018,37.35,Overcast
798,2018-04-20,2018,46.88,Clear
799,2018-04-21,2018,52.09,Clear
800,2018-04-22,2018,62.95,Clear
801,2018-04-23,2018,68.84,Clear
802,2018-04-24,2018,52.86,Light Rain
803,2018-04-25,2018,59.15,Overcast
804,2018-04-26,2018,53.04,Clear
805,2018-04-27,2018,62.83,Mostly Cloudy
806,2018-04-28,2018,59.12,Mostly Cloudy
807,2018-04-29,2018,40.08,Overcast
808,2018-04-30,2018,60.49,Clear
809,2018-05-01,2018,72.43,Clear
810,2018-05-02,2018,79.56,Clear
811,2018-05-03,2018,81.11,Mostly Cloudy
812,2018-05-04,2018,74.76,Overcast
813,2018-05-05,2018,68.85,Clear
814,2018-05-06,2018,57.96,Overcast
815,2018-05-07,2018,67.36,Overcast
816,2018-05-08,2018,73.68,Clear
817,2018-05-09,2018,78.04,Clear
818,2018-05-10,2018,74.07,Overcast
819,2018-05-11,2018,64.77,Mostly Cloudy
820,2018-05-12,2018,82.06,Clear
821,2018-05-13,2018,67.82,Mostly Cloudy
822,2018-05-14,2018,79.44,Mostly Cloudy
823,2018-05-15,2018,83.96,Clear
824,2018-05-16,2018,73.99,Overcast
825,2018-05-17,2018,71.29,Overcast
826,2018-05-18,2018,72.52,Overcast
827,2018-05-19,2018,74.91,Mostly Cloudy
828,2018-05-20,2018,74.49,Mostly Cloudy
829,2018-05-21,2018,76.54,Clear
830,2018-05-22,2018,70.6,Drizzle
831,2018-05-23,2018,65.69,Mostly Cloudy
832,2018-05-24,2018,77.36,Clear
833,2018-05-25,2018,80.25,Clear
834,2018-05-26,2018,83.57,Clear
835,2018-05-27,2018,76.65,Overcast
836,2018-05-28,2018,83.36,Clear
837,2018-05-29,2018,83.52,Clear
838,2018-05-30,2018,82.43,Mostly Cloudy
839,2018-05-31,2018,74.94,Overcast
840,2018-06-01,2018,73.92,Overcast
841,2018-06-02,2018,71.46,Overcast
842,2018-06-03,2018,76.58,Mostly Cloudy
843,2018-06-04,2018,67.52,Overcast
844,2018-06-05,2018,67.37,Overcast
845,2018-06-06,2018,57.6,Overcast
846,2018-06-07,2018,67.7,Clear
847,2018-06-08,2018,74.58,Mostly Cloudy
848,2018-06-09,2018,81.17,Clear
849,2018-06-10,2018,75.03,Overcast
850,2018-06-11,2018,65.66,Mostly Cloudy
851,2018-06-12,2018,76.78,Partly Cloudy
852,2018-06-13,2018,73.57,Overcast
853,2018-06-14,2018,76.84,Clear
854,2018-06-15,2018,77.36,Clear
855,2018-06-16,2018,81.21,Clear
856,2018-06-17,2018,81.51,Mostly Cloudy
857,2018-06-18,2018,86.83,Humid
858,2018-06-19,2018,83.18,Humid and Mostly Cloudy
859,2018-06-20,2018,81.31,Mostly Cloudy
860,2018-06-21,2018,71.56,Overcast
861,2018-06-22,2018,,
862,2018-06-23,2018,73.99,Light Rain
863,2018-06-24,2018,77.97,Mostly Cloudy
864,2018-06-25,2018,74.58,Mostly Cloudy
865,2018-06-26,2018,76.19,Mostly Cloudy
866,2018-06-27,2018,72.21,Overcast
867,2018-06-28,2018,,
868,2018-06-29,2018,83.3,Clear
869,2018-06-30,2018,86.39,Clear
870,2018-07-01,2018,88.06,Clear
871,2018-07-02,2018,86.42,Humid
872,2018-07-03,2018,85.75,Clear
873,2018-07-04,2018,90.99,Humid
874,2018-07-05,2018,83.43,Mostly Cloudy
875,2018-07-06,2018,74.48,Overcast
876,2018-07-07,2018,74.03,Clear
877,2018-07-08,2018,77.44,Clear
878,2018-07-09,2018,81.49,Clear
879,2018-07-10,2018,84.52,Clear
880,2018-07-11,2018,78.35,Clear
881,2018-07-12,2018,80.05,Clear
882,2018-07-13,2018,83.56,Clear
883,2018-07-14,2018,85.74,Clear
884,2018-07-15,2018,82.49,Partly Cloudy
885,2018-07-16,2018,85.74,Clear
886,2018-07-17,2018,80.06,Humid and Mostly Cloudy
887,2018-07-18,2018,74.41,Mostly Cloudy
888,2018-07-19,2018,79.76,Clear
889,2018-07-20,2018,84.22,Clear
890,2018-07-21,2018,75.98,Overcast
891,2018-07-22,2018,74.45,Overcast
892,2018-07-23,2018,79.06,Mostly Cloudy
893,2018-07-24,2018,,
894,2018-07-25,2018,76.88,Mostly Cloudy
895,2018-07-26,2018,78.71,Partly Cloudy
896,2018-07-27,2018,74.93,Mostly Cloudy
897,2018-07-28,2018,75.48,Mostly Cloudy
898,2018-07-29,2018,77.72,Partly Cloudy
899,2018-07-30,2018,70.82,Light Rain
900,2018-07-31,2018,80.51,Clear
901,2018-08-01,2018,74.99,Overcast
902,2018-08-02,2018,74.81,Mostly Cloudy
903,2018-08-03,2018,75.86,Overcast
904,2018-08-04,2018,81.76,Partly Cloudy
905,2018-08-05,2018,82.99,Partly Cloudy
906,2018-08-06,2018,86.21,Partly Cloudy
907,2018-08-07,2018,81.23,Mostly Cloudy
908,2018-08-08,2018,75.36,Overcast
909,2018-08-09,2018,78.32,Mostly Cloudy
910,2018-08-10,2018,81.06,Overcast
911,2018-08-11,2018,76.15,Mostly Cloudy
912,2018-08-12,2018,76.34,Clear
913,2018-08-13,2018,80.79,Clear
914,2018-08-14,2018,73.75,Overcast
915,2018-08-15,2018,80.26,Clear
916,2018-08-16,2018,82.83,Clear
917,2018-08-17,2018,77.48,Overcast
918,2018-08-18,2018,77.58,Mostly Cloudy
919,2018-08-19,2018,73.65,Clear
920,2018-08-20,2018,79.85,Mostly Cloudy
921,2018-08-21,2018,79.4,Mostly Cloudy
922,2018-08-22,2018,72.78,Mostly Cloudy
923,2018-08-23,2018,72.49,Clear
924,2018-08-24,2018,76.09,Clear
925,2018-08-25,2018,73.41,Clear
926,2018-08-26,2018,75.14,Overcast
927,2018-08-27,2018,84.96,Humid and Mostly Cloudy
928,2018-08-28,2018,85.96,Clear
929,2018-08-29,2018,86.7,Clear
930,2018-08-30,2018,78.4,Overcast
931,2018-08-31,2018,81.18,Mostly Cloudy
932,2018-09-01,2018,81.32,Overcast
933,2018-09-02,2018,84.07,Partly Cloudy
934,2018-09-03,2018,86.9,Clear
935,2018-09-04,2018,89.53,Clear
936,2018-09-05,2018,88.87,Clear
937,2018-09-06,2018,85.51,Mostly Cloudy
938,2018-09-07,2018,78.71,Mostly Cloudy
939,2018-09-08,2018,65.32,Overcast
940,2018-09-09,2018,59.06,Rain
941,2018-09-10,2018,65.05,Rain
942,2018-09-11,2018,67.19,Overcast
943,2018-09-12,2018,70.61,Drizzle
944,2018-09-13,2018,81.95,Mostly Cloudy
945,2018-09-14,2018,82.73,Mostly Cloudy
946,2018-09-15,2018,80.06,Mostly Cloudy
947,2018-09-16,2018,79.81,Clear
948,2018-09-17,2018,71.63,Light Rain
949,2018-09-18,2018,74.61,Overcast
950,2018-09-19,2018,76.24,Partly Cloudy
951,2018-09-20,2018,82.41,Clear
952,2018-09-21,2018,84.39,Clear
953,2018-09-22,2018,66.76,Partly Cloudy
954,2018-09-23,2018,63.55,Clear
955,2018-09-24,2018,67.65,Mostly Cloudy
956,2018-09-25,2018,72.27,Clear
957,2018-09-26,2018,74.88,Mostly Cloudy
958,2018-09-27,2018,63.72,Partly Cloudy
959,2018-09-28,2018,64.69,Mostly Cloudy
960,2018-09-29,2018,64.14,Mostly Cloudy
961,2018-09-30,2018,71.51,Clear
962,2018-10-01,2018,76.82,Clear
963,2018-10-02,2018,74.64,Overcast
964,2018-10-03,2018,71.9,Overcast
965,2018-10-04,2018,76.61,Overcast
966,2018-10-05,2018,64.65,Overcast
967,2018-10-06,2018,81.5,Partly Cloudy
968,2018-10-07,2018,80.99,Clear
969,2018-10-08,2018,83.21,Clear
970,2018-10-09,2018,81.02,Clear
971,2018-10-10,2018,80.31,Clear
972,2018-10-11,2018,71.12,Light Rain
973,2018-10-12,2018,50.46,Overcast
974,2018-10-13,2018,44.98,Overcast
975,2018-10-14,2018,50.31,Overcast
976,2018-10-15,2018,65.56,Overcast
977,2018-10-16,2018,48.09,Clear
978,2018-10-17,2018,52.89,Partly Cloudy
979,2018-10-18,2018,46.41,Clear
980,2018-10-19,2018,53.75,Clear
981,2018-10-20,2018,52.3,Overcast
982,2018-10-21,2018,40.05,Overcast
983,2018-10-22,2018,51.06,Clear
984,2018-10-23,2018,57.21,Clear
985,2018-10-24,2018,46.07,Overcast
986,2018-10-25,2018,46.16,Clear
987,2018-10-26,2018,49.55,Mostly Cloudy
988,2018-10-27,2018,48.16,Drizzle
989,2018-10-28,2018,46.74,Overcast
990,2018-10-29,2018,45.88,Overcast
991,2018-10-30,2018,53,Clear
992,2018-10-31,2018,67.47,Partly Cloudy
993,2018-11-01,2018,67.98,Overcast
994,2018-11-02,2018,52.94,Overcast
995,2018-11-03,2018,44.48,Clear
996,2018-11-04,2018,56.54,Clear
997,2018-11-05,2018,62.39,Overcast
998,2018-11-06,2018,61.81,Overcast
999,2018-11-07,2018,52.99,Clear
1000,2018-11-08,2018,44.69,Clear
1001,2018-11-09,2018,44.98,Rain
1002,2018-11-10,2018,32.43,Mostly Cloudy
1003,2018-11-11,2018,39.2,Clear
1004,2018-11-12,2018,44.58,Clear
1005,2018-11-13,2018,38.4,Overcast
1006,2018-11-14,2018,33.81,Clear
1007,2018-11-15,2018,35.48,Light Rain
1008,2018-11-16,2018,31.66,Overcast
1009,2018-11-17,2018,40.64,Overcast
1010,2018-11-18,2018,49.94,Clear
1011,2018-11-19,2018,44.7,Overcast
1012,2018-11-20,2018,36.66,Overcast
1013,2018-11-21,2018,35.49,Overcast
1014,2018-11-22,2018,27.33,Overcast
1015,2018-11-23,2018,43.69,Clear
1016,2018-11-24,2018,46.89,Light Rain
1017,2018-11-25,2018,52.51,Mostly Cloudy
1018,2018-11-26,2018,45.85,Light Rain
1019,2018-11-27,2018,29.69,Overcast
1020,2018-11-28,2018,26.27,Overcast
1021,2018-11-29,2018,32.3,Mostly Cloudy
1022,2018-11-30,2018,40.63,Drizzle
1023,2018-12-01,2018,43.85,Drizzle
1024,2018-12-02,2018,64.12,Clear
1025,2018-12-03,2018,44.33,Overcast
1026,2018-12-04,2018,35.39,Overcast
1027,2018-12-05,2018,32.04,Overcast
1028,2018-12-06,2018,35.66,Mostly Cloudy
1029,2018-12-07,2018,31.82,Mostly Cloudy
1030,2018-12-08,2018,28.91,Overcast
1031,2018-12-09,2018,32.61,Clear
1032,2018-12-10,2018,25.58,Overcast
1033,2018-12-11,2018,32.52,Clear
1034,2018-12-12,2018,39.23,Clear
1035,2018-12-13,2018,47.64,Mostly Cloudy
1036,2018-12-14,2018,51.76,Overcast
1037,2018-12-15,2018,50.2,Light Rain
1038,2018-12-16,2018,42.11,Drizzle
1039,2018-12-17,2018,43.3,Mostly Cloudy
1040,2018-12-18,2018,35.71,Mostly Cloudy
1041,2018-12-19,2018,41.69,Clear
1042,2018-12-20,2018,49.77,Clear
1043,2018-12-21,2018,44.9,Light Rain
1044,2018-12-22,2018,35.15,Overcast
1045,2018-12-23,2018,43.21,Clear
1046,2018-12-24,2018,36.55,Overcast
1047,2018-12-25,2018,34.95,Mostly Cloudy
1048,2018-12-26,2018,44.11,Clear
1049,2018-12-27,2018,48.06,Clear
1050,2018-12-28,2018,60.86,Overcast
1051,2018-12-29,2018,35.21,Overcast
1052,2018-12-30,2018,39.11,Overcast
