,Age,Gender,Race,Offenses Severity,Arrest Time of Day,Arrest Hour,Arrest Day of Week,Arrest Date,Arrest Month,Arrest Year,Temperature Range,Temperature,Weather Condition,Incident Location,Incident Latitude,Incident Longitude,Incident Neighborhood,Incident Zone
9598,26.0,F,B,Misdemeanor,Early Evening (5-8pm),17,Saturday,04,November,2017,50s,57.18,Clear,"7800 Block Bennett ST Pittsburgh, PA 15221",40.45398706,-79.88669602,Homewood South,5
9599,41.0,F,B,Misdemeanor,Early Evening (5-8pm),17,Saturday,04,November,2017,50s,57.18,Clear,"7800 Block Bennett ST Pittsburgh, PA 15221",40.45398706,-79.88669602,Homewood South,5
9600,31.0,M,B,Misdemeanor,Early Morning (12-3am),4,Sunday,05,November,2017,60s,65.03,Light Rain,"7900 Block Inglenook PL Pittsburgh, PA 15221",40.4511357,-79.88573731,Homewood South,5
9601,60.0,M,B,Felony,Late Morning (9am-12pm),11,Sunday,05,November,2017,60s,65.03,Light Rain,"6100 Block Broad ST Pittsburgh, PA 15206",40.46207029,-79.92301561,East Liberty,5
9602,29.0,M,W,Misdemeanor,Early Evening (5-8pm),18,Sunday,05,November,2017,60s,65.03,Light Rain,"1400 Block Nobles LANE Pittsburgh, PA 15210",40.39998567,-79.99799682,Carrick,3
9603,28.0,F,B,Misdemeanor,Morning (4-8am),6,Sunday,05,November,2017,60s,65.03,Light Rain,"1100 Block Woodland AV Pittsburgh, PA 15212",40.47012313,-80.02620034,Marshall-Shadeland,1
9604,64.0,M,B,Misdemeanor,Early Evening (5-8pm),18,Sunday,05,November,2017,60s,65.03,Light Rain,"1700 Block Brighton PL Pittsburgh, PA 15212",40.45852109,-80.01589026,California-Kirkbride,1
9605,18.0,M,W,Misdemeanor,Early Evening (5-8pm),19,Sunday,05,November,2017,60s,65.03,Light Rain,"500 Block Beaufort AV Pittsburgh, PA 15226",40.39974662,-80.01747454,Brookline,6
9606,30.0,M,W,Misdemeanor,Early Evening (5-8pm),19,Sunday,05,November,2017,60s,65.03,Light Rain,"2500 Block S 18th ST Pittsburgh, PA 15203",40.42194442,-79.98419238,South Side Slopes,3
9607,61.0,M,W,Misdemeanor,Evening (9-12am),22,Sunday,05,November,2017,60s,65.03,Light Rain,"Woodbourne AV & Stebbins AV Pittsburgh, PA 15226",40.39183736,-80.02061194,Brookline,6
9608,40.0,M,W,Misdemeanor,Early Morning (12-3am),1,Sunday,05,November,2017,60s,65.03,Light Rain,"300 Block Cedar AV Pittsburgh, PA 15212",40.45089272,-80.00084389,East Allegheny,1
9609,37.0,M,W,Misdemeanor,Early Morning (12-3am),1,Sunday,05,November,2017,60s,65.03,Light Rain,"300 Block Cedar AV Pittsburgh, PA 15212",40.45089272,-80.00084389,East Allegheny,1
9610,25.0,M,B,Misdemeanor,Early Morning (12-3am),1,Sunday,05,November,2017,60s,65.03,Light Rain,"7200 Block Kelly ST Pittsburgh, PA 15208",40.45547009,-79.8970281,Homewood South,5
9611,21.0,M,B,Misdemeanor,Early Morning (12-3am),1,Sunday,05,November,2017,60s,65.03,Light Rain,"7200 Block Kelly ST Pittsburgh, PA 15208",40.45547009,-79.8970281,Homewood South,5
9612,27.0,F,U,Misdemeanor,Early Morning (12-3am),3,Sunday,05,November,2017,60s,65.03,Light Rain,"S 15th ST & Roland ST Pittsburgh, PA 15203",40.42855549,-79.98343519,South Side Flats,3
9613,24.0,F,B,Misdemeanor,Early Morning (12-3am),3,Sunday,05,November,2017,60s,65.03,Light Rain,"S 18th ST & Edwards WY Pittsburgh, PA 15203",40.4256249,-79.98087966,South Side Flats,3
9614,21.0,M,W,Misdemeanor,Early Morning (12-3am),1,Sunday,05,November,2017,60s,65.03,Light Rain,"Saw Mill Run BL & Minnotte SQ Pittsburgh, PA 15220",40.43285396,-80.02834561,West End,6
9615,16.0,M,B,Felony,Late Morning (9am-12pm),9,Monday,06,November,2017,50s,53.47,Drizzle,"3100 Block CENTRE AV PITTSBURGH, PA 15219",40.44888617,-79.96203958,Upper Hill,2
9616,14.0,M,B,Misdemeanor,Late Morning (9am-12pm),9,Monday,06,November,2017,50s,53.47,Drizzle,"3100 Block CENTRE AV PITTSBURGH, PA 15219",40.44888617,-79.96203958,Upper Hill,2
9617,21.0,M,B,Misdemeanor,Early Afternoon (1-4pm),14,Monday,06,November,2017,50s,53.47,Drizzle,"3500 Block Cable PL Pittsburgh, PA 15213",40.43636607,-79.95382045,Central Oakland,4
9618,17.0,M,B,Misdemeanor,Late Morning (9am-12pm),10,Monday,06,November,2017,50s,53.47,Drizzle,"1100 Block N MURTLAND ST PITTSBURGH, PA 15208",40.46041084,-79.90014173,Homewood West,5
9619,16.0,M,B,Felony,Late Morning (9am-12pm),10,Monday,06,November,2017,50s,53.47,Drizzle,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15214",40.48755132,-80.01602089,Perry North,1
9620,25.0,M,W,Felony,Evening (9-12am),23,Monday,06,November,2017,50s,53.47,Drizzle,"200 Block Paul ST Pittsburgh, PA 15211",40.4224154,-80.01003506,Mount Washington,3
9621,33.0,M,B,Felony,Early Evening (5-8pm),19,Monday,06,November,2017,50s,53.47,Drizzle,"600 Block Smithfield ST Pittsburgh, PA 15219",40.44152525,-79.99740551,Central Business District,2
9622,33.0,M,W,Misdemeanor,Early Morning (12-3am),1,Monday,06,November,2017,50s,53.47,Drizzle,"Ohio River BL & Fort Duquesne BRDG Pittsburgh, PA 15212",0.0,0.0,North Shore,1
9623,35.0,M,W,Misdemeanor,Early Morning (12-3am),3,Monday,06,November,2017,50s,53.47,Drizzle,"400 Block Grace ST Pittsburgh, PA 15211",40.42988599,-80.01317505,Mount Washington,3
9624,26.0,M,W,Misdemeanor,Late Morning (9am-12pm),11,Monday,06,November,2017,50s,53.47,Drizzle,"Saw Mill Run BL & Crane AV Pittsburgh, PA 15226",40.41705795,-80.01459684,Mount Washington,3
9625,24.0,M,B,Felony,Early Afternoon (1-4pm),13,Monday,06,November,2017,50s,53.47,Drizzle,"7400 Block Frankstown AV Pittsburgh, PA 15208",40.45632743,-79.8918662,Homewood North,5
9626,21.0,F,B,Felony,Early Afternoon (1-4pm),13,Monday,06,November,2017,50s,53.47,Drizzle,"7400 Block Frankstown AV Pittsburgh, PA 15208",40.45632743,-79.8918662,Homewood North,5
9627,23.0,F,B,Felony,Early Afternoon (1-4pm),13,Monday,06,November,2017,50s,53.47,Drizzle,"7400 Block Frankstown AV Pittsburgh, PA 15208",40.45632743,-79.8918662,Homewood North,5
9628,26.0,M,B,Misdemeanor,Early Afternoon (1-4pm),14,Monday,06,November,2017,50s,53.47,Drizzle,"East Ohio St RAMP & N Canal ST Pittsburgh, PA 15212",0.0,0.0,Troy Hill,1
9629,26.0,M,W,Misdemeanor,Early Afternoon (1-4pm),16,Monday,06,November,2017,50s,53.47,Drizzle,"100 Block S 16th ST Pittsburgh, PA 15203",40.42843857,-79.98310596,South Side Flats,3
9630,32.0,M,W,Misdemeanor,Early Afternoon (1-4pm),16,Monday,06,November,2017,50s,53.47,Drizzle,"Ruth ST & Eureka ST Pittsburgh, PA 15211",40.42384573,-80.00502121,Mount Washington,3
9631,40.0,F,W,Misdemeanor,Early Evening (5-8pm),17,Monday,06,November,2017,50s,53.47,Drizzle,"N Homewood AV & Frankstown AV Pittsburgh, PA 15208",40.45739668,-79.89629786,Homewood North,5
9632,51.0,M,B,Felony,Early Evening (5-8pm),19,Monday,06,November,2017,50s,53.47,Drizzle,"7300 Block Race ST Pittsburgh, PA 15208",40.45812441,-79.89350350000001,Homewood North,5
9633,53.0,M,B,Felony,Early Afternoon (1-4pm),16,Monday,06,November,2017,50s,53.47,Drizzle,"10 Block Federal ST Pittsburgh, PA 15212",40.44708833,-80.00380704,North Shore,1
9634,44.0,F,W,Misdemeanor,Early Evening (5-8pm),19,Monday,06,November,2017,50s,53.47,Drizzle,"Olympia RD & Bingham ST Pittsburgh, PA 15211",0.0,0.0,South Side Slopes,3
9635,18.0,M,B,Misdemeanor,Early Evening (5-8pm),19,Monday,06,November,2017,50s,53.47,Drizzle,"Shetland ST & Lenora ST Pittsburgh, PA 15206",40.46729481,-79.91293414,Larimer,5
9636,32.0,M,W,Misdemeanor,Early Evening (5-8pm),20,Monday,06,November,2017,50s,53.47,Drizzle,"100 Block S 16th ST Pittsburgh, PA 15203",40.42843857,-79.98310596,South Side Flats,3
9637,55.0,M,W,Misdemeanor,Evening (9-12am),22,Monday,06,November,2017,50s,53.47,Drizzle,"6300 Block Marchand ST Pittsburgh, PA 15206",40.457156,-79.92239044,Shadyside,4
9638,50.0,M,W,Felony,Evening (9-12am),23,Monday,06,November,2017,50s,53.47,Drizzle,"900 Block Liberty AV Pittsburgh, PA 15222",40.44288811,-79.99793652,Central Business District,2
9639,23.0,M,B,Misdemeanor,Late Morning (9am-12pm),10,Tuesday,07,November,2017,30s,39.38,Light Rain,"7300 Block Bennett ST Pittsburgh, PA 15208",40.45586786,-79.89442424,Homewood South,5
9640,29.0,M,B,Misdemeanor,Late Morning (9am-12pm),11,Tuesday,07,November,2017,30s,39.38,Light Rain,"2200 Block Wilner DR Pittsburgh, PA 15221",40.45338758,-79.86682966,East Hills,5
9641,28.0,M,B,Misdemeanor,Morning (4-8am),8,Tuesday,07,November,2017,30s,39.38,Light Rain,Churchland ST,0.0,0.0,Lincoln-Lemington-Belmar,5
9642,59.0,M,B,Felony,Early Afternoon (1-4pm),14,Tuesday,07,November,2017,30s,39.38,Light Rain,"1000 Block Jancey ST Pittsburgh, PA 15206",40.47614691,-79.93059833,Morningside,5
9643,16.0,M,B,Felony,Early Afternoon (1-4pm),15,Tuesday,07,November,2017,30s,39.38,Light Rain,"1800 Block Center AV Pittsburgh, PA 15219",40.44191944,-79.98289274,Central Business District,2
9644,14.0,F,B,Felony,Late Morning (9am-12pm),12,Tuesday,07,November,2017,30s,39.38,Light Rain,"100 Block Sandusky ST Pittsburgh, PA 15212",40.44834748,-80.00188736,North Shore,1
9645,15.0,F,B,Misdemeanor,Early Afternoon (1-4pm),14,Tuesday,07,November,2017,30s,39.38,Light Rain,"500 Block N HIGHLAND AV PITTSBURGH, PA 15206",40.45301084,-79.92496117,East Liberty,5
9646,12.0,F,B,Misdemeanor,Early Afternoon (1-4pm),13,Tuesday,07,November,2017,30s,39.38,Light Rain,"200 Block 40TH ST PITTSBURGH, PA 15201",40.468658500000004,-79.96232968,Lower Lawrenceville,2
9647,16.0,M,B,Misdemeanor,Early Afternoon (1-4pm),14,Tuesday,07,November,2017,30s,39.38,Light Rain,"1100 Block N MURTLAND ST PITTSBURGH, PA 15208",40.46041084,-79.90014173,Homewood West,5
9648,16.0,M,B,Misdemeanor,Early Afternoon (1-4pm),13,Tuesday,07,November,2017,30s,39.38,Light Rain,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",40.46472734,-80.02383854,Marshall-Shadeland,1
9649,16.0,M,B,Felony,Early Afternoon (1-4pm),14,Tuesday,07,November,2017,30s,39.38,Light Rain,"1100 Block Woodbine ST Pittsburgh, PA 15201",40.47817883,-79.94122873,Stanton Heights,5
9650,62.0,M,W,Misdemeanor,Early Evening (5-8pm),17,Tuesday,07,November,2017,30s,39.38,Light Rain,"1700 Block Morningside AV Pittsburgh, PA 15206",40.48529543,-79.92825178,Morningside,5
9651,33.0,M,B,Misdemeanor,Late Morning (9am-12pm),9,Tuesday,07,November,2017,30s,39.38,Light Rain,"600 Block Overbrook BL Pittsburgh, PA 15227",40.38520291,-79.99381244,Overbrook,3
9652,68.0,F,W,Misdemeanor,Early Evening (5-8pm),18,Tuesday,07,November,2017,30s,39.38,Light Rain,"Murray AV & Forward AV Pittsburgh, PA 15217",40.42973793,-79.92348532,Squirrel Hill South,4
9653,58.0,M,B,Misdemeanor,Early Morning (12-3am),2,Tuesday,07,November,2017,30s,39.38,Light Rain,"1400 Block Boyle ST Pittsburgh, PA 15212",40.45758247,-80.00621065,Central North Side,1
9654,25.0,F,B,Felony,Early Evening (5-8pm),18,Tuesday,07,November,2017,30s,39.38,Light Rain,"6200 Block Penn AV Pittsburgh, PA 15206",40.46059432,-79.92271679,East Liberty,5
9655,29.0,M,W,Misdemeanor,Early Evening (5-8pm),18,Tuesday,07,November,2017,30s,39.38,Light Rain,"900 Block Brushton AV Pittsburgh, PA 15221",40.45552397,-79.88801848,Homewood North,5
9656,40.0,M,B,Misdemeanor,Early Evening (5-8pm),19,Tuesday,07,November,2017,30s,39.38,Light Rain,"Winslow ST & Lowell ST Pittsburgh, PA 15206",40.46283449,-79.91013081,Larimer,5
9657,40.0,F,W,Misdemeanor,Evening (9-12am),23,Tuesday,07,November,2017,30s,39.38,Light Rain,"3200 Block Mc Clure AV Pittsburgh, PA 15212",40.47423396,-80.03479416,Marshall-Shadeland,1
9658,21.0,M,B,Misdemeanor,Late Morning (9am-12pm),10,Tuesday,07,November,2017,30s,39.38,Light Rain,"400 Block Daytona ST Pittsburgh, PA 15210",40.41086978,-79.99489533,Knoxville,3
9659,34.0,M,W,Misdemeanor,Early Afternoon (1-4pm),13,Tuesday,07,November,2017,30s,39.38,Light Rain,"100 Block S Whitfield ST Pittsburgh, PA 15206",40.46172142,-79.92564355,East Liberty,5
9660,50.0,M,B,Misdemeanor,Early Afternoon (1-4pm),16,Tuesday,07,November,2017,30s,39.38,Light Rain,"300 Block Cedar AV Pittsburgh, PA 15212",40.45089272,-80.00084389,East Allegheny,1
9661,51.0,F,B,Misdemeanor,Early Evening (5-8pm),17,Tuesday,07,November,2017,30s,39.38,Light Rain,"2100 Block Eccles ST Pittsburgh, PA 15210",40.41841059,-79.97713293,South Side Slopes,3
9662,40.0,M,W,Misdemeanor,Early Evening (5-8pm),17,Tuesday,07,November,2017,30s,39.38,Light Rain,"Arlington AV & E Warrington AV Pittsburgh, PA 15210",40.42180827,-79.99232512,Allentown,3
9663,27.0,M,W,Misdemeanor,Early Afternoon (1-4pm),16,Tuesday,07,November,2017,30s,39.38,Light Rain,"Queensboro AV & Chelton AV Pittsburgh, PA 15226",40.39156063,-80.01705178,Brookline,6
9664,39.0,M,W,Misdemeanor,Early Afternoon (1-4pm),16,Tuesday,07,November,2017,30s,39.38,Light Rain,"Queensboro AV & Chelton AV Pittsburgh, PA 15226",40.39156063,-80.01705178,Brookline,6
9665,64.0,M,B,Felony,Late Morning (9am-12pm),11,Wednesday,08,November,2017,40s,45.31,Partly Cloudy,"600 Block N.Homewood AV Pittsburgh, PA 15208",40.45461601,-79.89745173,Homewood South,5
9666,32.0,M,B,Misdemeanor,Early Evening (5-8pm),17,Wednesday,08,November,2017,40s,45.31,Partly Cloudy,"East Liberty BL & Dahlem PL Pittsburgh, PA 15206",40.45841661,-79.91661618,East Liberty,5
9667,28.0,M,B,Felony,Late Morning (9am-12pm),11,Wednesday,08,November,2017,40s,45.31,Partly Cloudy,"3800 Block California AV Pittsburgh, PA 15212",40.48445488,-80.04047740000001,Brighton Heights,1
9668,13.0,F,B,Felony,Early Afternoon (1-4pm),13,Wednesday,08,November,2017,40s,45.31,Partly Cloudy,"50 Block MONTGOMERY PL PITTSBURGH, PA 15212",40.45480329,-80.00496104,Allegheny Center,1
9669,13.0,F,B,Felony,Early Afternoon (1-4pm),13,Wednesday,08,November,2017,40s,45.31,Partly Cloudy,"800 Block RECTENWALD ST PITTSBURGH, PA 15210",40.40856969,-79.97940289,Mount Oliver,3
