,index,Date,Temperature,Weather Condition
767,788,2018-08-16,82.83,Clear
768,785,2018-08-17,77.48,Overcast
769,783,2018-08-18,77.58,Mostly Cloudy
770,782,2018-08-19,73.65,Clear
771,784,2018-08-20,79.85,Mostly Cloudy
772,786,2018-08-21,79.4,Mostly Cloudy
773,787,2018-08-22,72.78,Mostly Cloudy
774,789,2018-08-23,72.49,Clear
775,791,2018-08-24,76.09,Clear
776,790,2018-08-25,73.41,Clear
777,792,2018-08-26,75.14,Overcast
778,793,2018-08-27,84.96,Humid and Mostly Cloudy
779,794,2018-08-28,85.96,Clear
780,796,2018-08-29,86.7,Clear
781,795,2018-08-30,78.4,Overcast
782,797,2018-08-31,81.18,Mostly Cloudy
783,804,2018-09-01,81.32,Overcast
784,802,2018-09-02,84.07,Partly Cloudy
785,805,2018-09-03,86.9,Clear
786,798,2018-09-04,89.53,Clear
787,800,2018-09-05,88.87,Clear
788,803,2018-09-06,85.51,Mostly Cloudy
789,801,2018-09-07,78.71,Mostly Cloudy
790,799,2018-09-08,65.32,Overcast
791,809,2018-09-09,59.06,Rain
792,806,2018-09-10,65.05,Rain
793,807,2018-09-11,67.19,Overcast
794,808,2018-09-12,70.61,Drizzle
795,811,2018-09-13,81.95,Mostly Cloudy
796,810,2018-09-14,82.73,Mostly Cloudy
797,813,2018-09-15,80.06,Mostly Cloudy
798,814,2018-09-16,79.81,Clear
799,812,2018-09-17,71.63,Light Rain
800,815,2018-09-18,74.61,Overcast
801,816,2018-09-19,76.24,Partly Cloudy
802,821,2018-09-20,82.41,Clear
803,817,2018-09-21,84.39,Clear
804,819,2018-09-22,66.76,Partly Cloudy
805,822,2018-09-23,63.55,Clear
806,818,2018-09-24,67.65,Mostly Cloudy
807,820,2018-09-25,72.27,Clear
808,823,2018-09-26,74.88,Mostly Cloudy
809,824,2018-09-27,63.72,Partly Cloudy
810,825,2018-09-28,64.69,Mostly Cloudy
811,829,2018-09-29,64.14,Mostly Cloudy
812,828,2018-09-30,71.51,Clear
813,826,2018-10-01,76.82,Clear
814,827,2018-10-02,74.64,Overcast
815,832,2018-10-03,71.9,Overcast
816,833,2018-10-04,76.61,Overcast
817,830,2018-10-05,64.65,Overcast
818,831,2018-10-06,81.5,Partly Cloudy
819,835,2018-10-07,80.99,Clear
820,834,2018-10-08,83.21,Clear
821,838,2018-10-09,81.02,Clear
822,836,2018-10-10,80.31,Clear
823,837,2018-10-11,71.12,Light Rain
824,839,2018-10-12,50.46,Overcast
825,840,2018-10-13,44.98,Overcast
826,843,2018-10-14,50.31,Overcast
827,841,2018-10-15,65.56,Overcast
828,842,2018-10-16,48.09,Clear
829,844,2018-10-17,52.89,Partly Cloudy
830,845,2018-10-18,46.41,Clear
831,847,2018-10-19,53.75,Clear
832,846,2018-10-20,52.3,Overcast
833,850,2018-10-21,40.05,Overcast
834,848,2018-10-22,51.06,Clear
835,849,2018-10-23,57.21,Clear
836,851,2018-10-24,46.07,Overcast
837,852,2018-10-25,46.16,Clear
838,853,2018-10-26,49.55,Mostly Cloudy
839,854,2018-10-27,48.16,Drizzle
840,857,2018-10-28,46.74,Overcast
841,856,2018-10-29,45.88,Overcast
842,855,2018-10-30,53,Clear
843,858,2018-10-31,67.47,Partly Cloudy
844,859,2018-11-01,67.98,Overcast
845,863,2018-11-02,52.94,Overcast
846,862,2018-11-03,44.48,Clear
847,864,2018-11-04,56.54,Clear
848,860,2018-11-05,62.39,Overcast
849,861,2018-11-06,61.81,Overcast
850,865,2018-11-07,52.99,Clear
851,866,2018-11-08,44.69,Clear
852,867,2018-11-09,44.98,Rain
853,868,2018-11-10,32.43,Mostly Cloudy
854,869,2018-11-11,39.2,Clear
855,870,2018-11-12,44.58,Clear
856,872,2018-11-13,38.4,Overcast
857,871,2018-11-14,33.81,Clear
858,874,2018-11-15,35.48,Light Rain
859,873,2018-11-16,31.66,Overcast
860,876,2018-11-17,40.64,Overcast
861,880,2018-11-18,49.94,Clear
862,875,2018-11-19,44.7,Overcast
863,878,2018-11-20,36.66,Overcast
864,877,2018-11-21,35.49,Overcast
865,879,2018-11-22,27.33,Overcast
866,882,2018-11-23,43.69,Clear
867,881,2018-11-24,46.89,Light Rain
868,884,2018-11-25,52.51,Mostly Cloudy
869,883,2018-11-26,45.85,Light Rain
870,885,2018-11-27,29.69,Overcast
871,886,2018-11-28,26.27,Overcast
872,888,2018-11-29,32.3,Mostly Cloudy
873,889,2018-11-30,40.63,Drizzle
874,890,2018-12-01,43.85,Drizzle
875,887,2018-12-02,64.12,Clear
876,891,2018-12-03,44.33,Overcast
877,895,2018-12-04,35.39,Overcast
878,896,2018-12-05,32.04,Overcast
879,894,2018-12-06,35.66,Mostly Cloudy
880,897,2018-12-07,31.82,Mostly Cloudy
881,893,2018-12-08,28.91,Overcast
882,892,2018-12-09,32.61,Clear
883,900,2018-12-10,25.58,Overcast
884,899,2018-12-11,32.52,Clear
885,901,2018-12-12,39.23,Clear
886,902,2018-12-13,47.64,Mostly Cloudy
887,903,2018-12-14,51.76,Overcast
888,905,2018-12-15,50.2,Light Rain
889,908,2018-12-16,42.11,Drizzle
890,907,2018-12-17,43.3,Mostly Cloudy
891,906,2018-12-18,35.71,Mostly Cloudy
892,904,2018-12-19,41.69,Clear
893,910,2018-12-20,49.77,Clear
894,911,2018-12-21,44.9,Light Rain
895,912,2018-12-22,35.15,Overcast
896,909,2018-12-23,43.21,Clear
897,914,2018-12-24,36.55,Overcast
898,917,2018-12-25,34.95,Mostly Cloudy
899,913,2018-12-26,44.11,Clear
900,919,2018-12-27,48.06,Clear
901,920,2018-12-28,60.86,Overcast
902,923,2018-12-29,35.21,Overcast
903,921,2018-12-30,39.11,Overcast
904,925,2018-12-31,42.64,Light Rain
905,922,2019-01-01,,
